Map,num_nodes,num_edges,avg_degree,degree_median,degree_max,degree_min,degree_mode,degree_skewness,degree_kurtosis,num_degree4,degree4_ratio,is_connected,num_components,vertex_connectivity,edge_connectivity,diameter,radius,global_clustering,avg_local_clustering,local_clustering_median,local_clustering_sd,local_clustering_max,local_clustering_min,num_zero_local_clustering,zero_local_clustering_ratio,num_articulation_points,articulation_points_ratio,num_bridges,bridges_ratio,num_biconnected_components,max_biconnected_component_size,avg_biconnected_component_size,biconnected_component_size_sd,degree_mean,degree_median,degree_sd2,degree_min,degree_max,degree_cv,closeness_mean,closeness_median,closeness_sd,closeness_min,closeness_max,closeness_gini,closeness_cv,betweenness_mean,betweenness_median,betweenness_sd,betweenness_min,betweenness_max,betweenness_gini,betweenness_cv,eigenvector_mean,eigenvector_median,eigenvector_sd,eigenvector_min,eigenvector_max,eigenvector_gini,eigenvector_cv,pagerank_mean,pagerank_median,pagerank_sd,pagerank_min,pagerank_max,pagerank_gini,pagerank_cv,harmonic_mean,harmonic_median,harmonic_sd,harmonic_min,harmonic_max,harmonic_gini,harmonic_cv,subgraph_mean,subgraph_median,subgraph_sd,subgraph_min,subgraph_max,subgraph_gini,subgraph_cv,alpha_mean,alpha_median,alpha_sd,alpha_min,alpha_max,alpha_gini,alpha_cv,katz_mean,katz_median,katz_sd,katz_min,katz_max,katz_gini,katz_cv,global_efficiency,local_efficiency_mean,local_efficiency_median,avg_clustering,density,assortativity,diameter,avg_path_length,algebraic_connectivity,num_nodes,num_edges,degree_mean,degree_median,degree_sd,degree_min,degree_max,degree_gini,degree_entropy,degree_entropy_norm,degree_skewness,degree_kurtosis,centralization_degree,max_kcore,max_kcore_ratio,modularity,num_communities,community_size_mean,community_size_sd,community_size_max,community_size_gini,community_centralization,cyclomatic_number,cycle_ratio,tree_likeness,top1_degree_share,top5_degree_share,top10_degree_share,powerlaw_xmin,powerlaw_alpha,powerlaw_gof,rosval_min,rosval_1st_qu,rosval_median,rosval_mean,rosval_3rd_qu,rosval_max,rosval_ratio_degree2,rosval_ratio_degree3,rosval_ratio_degree4,rosval_ratio_degree5,rosval_ratio_degree6,rosval_ratio_degree7,rosval_ratio_degree8,rosval_ratio_degree9,rosval_ratio_degree11,rosval_ratio_degree13,rosval_ratio_degree10,moran_i_degree,moran_i_degree_p,moran_i_betweenness,moran_i_betweenness_p,moran_i_closeness,moran_i_closeness_p,geary_c_degree,geary_c_degree_p,geary_c_betweenness,geary_c_betweenness_p,local_moran_degree_mean,local_moran_degree_significant_ratio,local_moran_betweenness_mean,local_moran_betweenness_significant_ratio,getis_gi_degree_mean,getis_gi_degree_hotspot_ratio,getis_gi_betweenness_mean,getis_gi_betweenness_hotspot_ratio,area_total,bbox_width,bbox_height,aspect_ratio,num_edges,avg_edge_length,median_edge_length,sd_edge_length,min_edge_length,max_edge_length,total_edge_length,orientation_entropy,orientation_entropy_norm,order_parameter,node_density_per_km2,edge_density_per_km2,edge_length_density_per_km2,avg_nearest_neighbor_distance,sd_nearest_neighbor_distance,meshedness,spectral_radius,spectral_gap,normalized_spectral_radius,normalized_spectral_gap,natural_connectivity,spectral_entropy,spectral_entropy_norm,graph_energy,estrada_index,laplacian_energy,spectral_mean,spectral_median,spectral_sd,spectral_variance,bipartiteness,d_value
chile01,494,726,2.9393,3,5,1,3,-0.8281,2.3952,176,0.356275,TRUE,1,1,1,31,16,0.031746,0.026721,0,0.087776,0.666667,0,444,0.898785,98,0.198381,111,0.152893,112,383,5.4018,36.0011,0.005962,0.006085,0.002227,0.002028,0.010142,0.373504,0.080031,0.078622,0.012356,0.051099,0.112815,0.087802,0.15439,0.023971,0.012461,0.03476,0,0.235997,0.631553,1.4501,0.116227,0.050619,0.170946,0.000155,1,0.648715,1.470804,0.002024,0.002174,0.000616,0.000854,0.00345,0.166717,0.304464,0.107681,0.107656,0.015638,0.063861,0.143721,0.08305,0.145222,3.562915,3.551701,1.167296,1.64148,7.507054,0.181624,0.327624,1.442973,1.458994,0.173663,1.136808,1.787608,0.065278,0.120351,0.807209,0.816171,0.097148,0.635938,1,0.065278,0.120351,0.107680748393563,0.100539811066127,0,0.0338461538461539,0.00596201065935239,0.128329297820822,31,12.7936782977885,0.0106511627331369,494,726,2.9393,3,1.0978,1,5,0.192004,1.071003,0.772565,-0.8256,2.3855,0.004197,2,0.775304,0.815558,19,26,6.5659,45,0.130833,0.060216,233,0.320937,0.679063,0.003444,0.014463,0.028237,3,4.7836,0.1593,1,15.837051,23.364528,23.847585,31.289817,56.881059,2.941173,2.880078,2.868454,2.699003,2.590389,3.482897,NA,NA,NA,NA,NA,0.115829,3.2E-05,0.347826,0,0.885269,0,0.870867,2.3E-05,0.670976,0,0.115829,0.034413,0.347826,0.064777,0.023938,0,-0.01356,0.089744,8100873.35,3191.65,2538.14,1.2575,726,115.3175,105.4358,88.0549,4.7369,698.0691,83720.5,3.011363,0.840337,0.608649,60.9811,89.62,10334.75,59.0347,46.7141,0.23703,3.60422,0.050627,1.972076,0.003849,1.270579,6.003968,0.968302,706.873346,1760.079809,868.696678,0,0,1.71853,2.953347,0.938808,1.5374786958383800
chile03,667,886,2.6567,3,6,1,3,-0.4303,2.1524,127,0.190405,TRUE,1,1,1,35,19,0.032206,0.021089,0,0.07781,0.333333,0,618,0.926537,178,0.266867,220,0.248307,222,446,4,29.7993,0.003989,0.004505,0.001668,0.001502,0.009009,0.418274,0.069148,0.067457,0.010335,0.04435,0.09648,0.084482,0.149468,0.020727,0.008569,0.030608,0,0.213796,0.663661,1.476695,0.031876,0.001684,0.098673,0,1,0.866785,3.095507,0.001499,0.001584,0.000513,0.000656,0.00287,0.190978,0.342399,0.091176,0.091123,0.013629,0.053882,0.124532,0.085133,0.149475,3.195702,3.289149,1.14895,1.64145,8.13069,0.195474,0.35953,1.387002,1.429005,0.168855,1.136649,1.898651,0.066127,0.121741,0.73052,0.752642,0.088934,0.598661,1,0.066127,0.121741,0.0911762968049146,0.071047809428619,0,0.0291839557399723,0.00398899649274462,0.0568417749988414,35,14.7835136485811,0.00644878070541268,667,886,2.6567,3,1.1112,1,6,0.215461,1.058518,0.657694,-0.4294,2.146,0.005035,2,0.671664,0.844565,18,37.0556,10.8328,59,0.159337,0.050889,220,0.248307,0.751693,0.003386,0.015237,0.027088,4,13.3617,0.0102,1,17.773139,26.032616,26.369937,34.522957,63.501865,3.108628,3.171692,2.870152,2.915895,2.820543,2.447923,2.242414,NA,NA,NA,NA,0.068427,0.003163,0.310756,0,0.875322,0,0.922157,0.001941,0.594163,0,0.068427,0.095952,0.310756,0.073463,-0.028438,0.041979,-0.075048,0.072614,6255566.64,2509.82,2492.44,1.007,886,91.4663,76.0806,74.6196,4.0588,680.2737,81039.15,3.271458,0.912918,0.404141,106.625,141.6339,12954.73,50.2084,36.7051,0.165538,3.576749,0.172615,1.99297,0.002628,1.161807,6.284632,0.966675,910.697127,2131.533395,1146.961993,0,0,1.638501,2.684685,0.910352,1.6449164407962900
chile21,94,100,2.1277,3,4,1,1,0.0459,1.3123,6,0.06383,TRUE,1,1,1,24,16,0.037267,0.019504,0,0.076733,0.333333,0,88,0.93617,47,0.5,56,0.56,60,33,2.55,4.0018,0.022878,0.032258,0.011719,0.010753,0.043011,0.512242,0.102383,0.100108,0.015691,0.070189,0.139222,0.086564,0.153253,0.097742,0.032024,0.114138,0,0.395979,0.618186,1.167748,0.119105,0.019056,0.210017,1.4E-05,1,0.752866,1.763286,0.010638,0.011989,0.00473,0.005168,0.020297,0.239818,0.444618,0.155247,0.153922,0.026575,0.098129,0.227648,0.095604,0.171181,2.592104,3.028768,0.982941,1.64145,5.09547,0.199575,0.379206,1.286586,1.368768,0.145128,1.136631,1.598085,0.059328,0.1128,NA,NA,NA,NA,NA,NA,NA,0.155246859162431,0.074468085106383,0,0.0374149659863946,0.022878059940517,-0.247771836007132,24,9.99222145962022,0.0100053572914488,94,100,2.1277,3,1.0899,1,4,0.262128,0.886282,0.806728,0.0452,1.2845,0.02057,2,0.457447,0.7854,9,10.4444,2.5055,14,0.12766,0.140256,7,0.07,0.93,0.02,0.1,0.18,1,1.9644,0.2799,1,9.169925,15.483541,15.854979,22.434588,37.681328,2.792293,3.007951,2.802755,2.656723,2.182206,NA,NA,NA,NA,NA,NA,-0.018346,0.545853,0.103898,0.040232,0.785748,0,0.993006,0.458426,0.879516,0.046176,-0.018346,0.010638,0.103898,0.042553,0.194658,0.010638,0.031208,0.020408,2262105.64,2057.07,1099.68,1.8706,100,89.2931,59.7274,81.0431,0,445.0971,8929.31,3.335639,0.930828,0.288023,41.5542,44.2066,3947.35,47.8544,39.6426,0.038251,2.969437,0.352195,1.997473,0.004702,0.963172,4.281349,0.944568,114.486986,246.279437,150.907908,0.010638,0,1.47739,2.182681,0.926578,1.4044204548633400
chile23,631,830,2.6307,3,6,1,3,-0.5839,2.5139,70,0.110935,TRUE,1,1,1,48,24,0.056432,0.042208,0,0.121115,1,0,545,0.863708,177,0.280507,193,0.23253,208,370,4.0288,25.5345,0.004176,0.004762,0.001606,0.001587,0.009524,0.384608,0.056136,0.055453,0.010889,0.031442,0.086622,0.109289,0.193972,0.027877,0.008131,0.0525,0,0.371659,0.730799,1.883252,0.021076,0.00047,0.083878,0,1,0.911565,3.979794,0.001585,0.00168,0.000501,0.000692,0.002927,0.17334,0.316402,0.077532,0.07834,0.014146,0.040976,0.116529,0.102233,0.182447,3.20126,3.298043,1.085486,1.64145,8.566006,0.181058,0.339081,1.377285,1.426347,0.149877,1.136634,1.912092,0.056746,0.108821,0.720303,0.745962,0.078384,0.594445,1,0.056746,0.108821,0.0775323789441624,0.134706814580032,0,0.05630725863284,0.00417578547531004,-0.009965304636152,48,18.5349181193872,0.00204487456511454,631,830,2.6307,3,1.0118,1,6,0.187146,0.930738,0.5783,-0.5825,2.5059,0.005365,2,0.721078,0.880808,22,28.6818,13.4249,56,0.260553,0.056304,200,0.240964,0.759036,0.003614,0.015663,0.028313,4,11.5775,0.0029,1,20.377264,30.493481,31.072063,40.908519,78.87627,3.621808,3.392568,3.574926,3.325958,3.433717,2.957052,2.450834,NA,NA,NA,NA,0.090725,0.000219,0.430914,0,0.904659,0,0.891078,5.6E-05,0.51926,0,0.090725,0.053883,0.430914,0.079239,0.091894,0.030111,-0.026561,0.072187,5797768.77,2472.58,2344.83,1.0545,830,77.1908,53.8342,84.4195,3.4473,1027.008,64068.34,3.474467,0.969569,0.232563,108.835,143.1585,11050.52,40.9466,30.5051,0.159109,3.434271,0.073237,1.986275,0.000789,1.163544,6.223178,0.965474,864.533767,2019.995045,1059.908899,0,0,1.636877,2.679365,0.894999,1.6055924061227600
chile39,323,477,2.9536,3,5,1,3,-0.8602,2.8541,95,0.294118,TRUE,1,1,1,30,16,0.075701,0.069556,0,0.136044,1,0,246,0.76161,59,0.182663,71,0.148847,74,249,5.3514,28.7118,0.009173,0.009317,0.003183,0.003106,0.015528,0.34704,0.085495,0.084648,0.012626,0.057001,0.112982,0.084624,0.147677,0.034143,0.019794,0.039997,0,0.241979,0.583201,1.171466,0.120497,0.015882,0.210389,1.2E-05,1,0.749723,1.746006,0.003096,0.003143,0.000872,0.001293,0.005122,0.153773,0.281667,0.117692,0.118073,0.017355,0.069589,0.147691,0.084126,0.147457,3.746386,3.757077,1.262673,1.641481,9.226069,0.18418,0.337038,1.442123,1.45324,0.160416,1.136811,1.774357,0.059567,0.111236,0.812758,0.819023,0.090408,0.640689,1,0.059567,0.111236,0.117691989743807,0.236326109391125,0,0.0847798742138365,0.00917254773763052,0.0471214383072598,30,11.9598100109609,0.0108150867784147,323,477,2.9536,3,1.025,1,5,0.174433,1.052808,0.75944,-0.8562,2.8364,0.006395,2,0.789474,0.816933,14,23.0714,8.9311,36,0.212517,0.071567,155,0.324948,0.675052,0.005241,0.024109,0.045073,3,5.2004,0.1113,1,14.199118,20.919743,21.248318,27.849354,54.119415,2.882297,2.663367,2.687129,2.620323,2.529509,2.796044,NA,NA,NA,NA,NA,0.193423,0,0.272587,0,0.836046,0,0.790472,0,0.721175,0,0.193423,0.074303,0.272587,0.092879,0.115031,0.043344,-0.068962,0.07197,6842077.48,2714.22,2520.83,1.0767,477,102.7999,91.4012,74.1077,5.8243,524.728,49035.56,3.106992,0.867023,0.211236,47.2079,69.7157,7166.76,57.093,42.6281,0.24181,3.596817,0.097444,1.988898,0.003878,1.320792,5.572538,0.965017,470.320564,1210.082687,568.306297,0,0,1.746336,3.049689,0.982151,1.4909691282203700
chile47,774,1138,2.9406,3,4,1,3,-1.0648,3.5059,184,0.237726,TRUE,1,1,1,37,23,0.046614,0.040482,0,0.107291,0.666667,0,669,0.864341,119,0.153747,126,0.110721,131,632,6.9008,55.0411,0.003804,0.003881,0.001178,0.001294,0.005175,0.309741,0.0648,0.064449,0.00728,0.046229,0.084796,0.063734,0.112349,0.018953,0.007823,0.026636,0,0.173226,0.643869,1.405357,0.038408,0.000373,0.13593,0,1,0.919936,3.539156,0.001292,0.00129,0.000335,0.000547,0.002156,0.137323,0.259526,0.084422,0.08479,0.0104,0.055004,0.110385,0.070042,0.123192,3.552721,3.510959,0.989743,1.64145,7.024662,0.148519,0.278587,1.434202,1.445767,0.138451,1.136635,1.65724,0.049311,0.096535,0.865416,0.872394,0.083543,0.68586,1,0.049311,0.096535,0.0844215577092837,0.133074935400517,0,0.0475467880627213,0.00380409893331461,0.00323593099924547,37,15.6316442198087,0.00720671311103889,774,1138,2.9406,3,0.9108,1,4,0.147665,0.924453,0.841474,-1.0627,3.4968,0.001374,2,0.842377,0.876174,20,38.7,14.2241,67,0.203359,0.034743,365,0.320738,0.679262,0.001757,0.008787,0.017575,1,1.6786,0.477,1,19.813781,27.948082,27.597644,35.646481,65.881279,3.104426,3.050976,2.987951,2.95167,2.922321,NA,NA,NA,NA,NA,NA,0.084716,0.00017,0.324226,0,0.850473,0,0.90446,0.000122,0.60914,0,0.084716,0.069767,0.324226,0.073643,0.002746,0.014212,-0.104464,0.075873,6868900.64,2729.69,2516.37,1.0848,1138,83.2496,58.4142,87.1407,2.948,1290.122,94738.08,3.28661,0.917146,0.153921,112.6818,165.6743,13792.32,49.4876,25.4409,0.236552,3.579515,0.190083,1.97506,0.002488,1.267714,6.452037,0.97019,1117.762088,2749.806028,1300.652168,0,0,1.721938,2.965071,0.985027,1.5624375530002700
china10,303,410,2.7063,3,5,1,3,-0.3538,2.0055,65,0.214521,TRUE,1,1,1,26,13,0.05467,0.034873,0,0.100977,0.666667,0,265,0.874587,82,0.270627,102,0.24878,104,192,3.9038,18.6399,0.008961,0.009934,0.0039,0.003311,0.016556,0.43517,0.091582,0.089854,0.014832,0.063432,0.127265,0.091767,0.161957,0.033901,0.013847,0.051881,0,0.315997,0.669199,1.530342,0.08103,0.001846,0.183409,1E-06,1,0.836107,2.263472,0.0033,0.003508,0.001174,0.001298,0.006019,0.198718,0.355815,0.121403,0.120488,0.019812,0.079901,0.168046,0.093021,0.16319,3.426115,3.373612,1.487521,1.64145,8.517293,0.232821,0.434171,1.400182,1.430777,0.184063,1.13663,1.835443,0.072372,0.131456,0.762858,0.779527,0.100283,0.619268,1,0.072372,0.131456,0.121402823097626,0.122433076640997,0,0.0486943164362519,0.00896116101676393,0.0635409917604165,26,11.2042926146919,0.00780565050145846,303,410,2.7063,3,1.1777,1,5,0.229075,1.146502,0.827027,-0.352,1.9923,0.007646,3,0.079208,0.82417,15,20.2,6.2244,31,0.169417,0.086457,108,0.263415,0.736585,0.006098,0.030488,0.059756,3,5.2336,0.0852,1,13.587181,19.788359,19.934574,26.259446,47.101155,2.644533,2.710109,2.52444,2.541783,2.376232,2.27942,2.421449,NA,NA,NA,NA,0.27835,0,0.305952,0,0.716054,0,0.727552,0,0.597016,0,0.27835,0.174917,0.305952,0.09901,0.061899,0.09901,-0.037459,0.096774,4595196.66,2502.88,1835.96,1.3633,410,106.8368,65.6784,128.0142,4.0986,865.3975,43803.08,2.496823,0.696752,0.767577,65.9384,89.2236,9532.36,39.0827,45.559,0.1797,3.840595,0.243922,1.992664,0.003018,1.231427,5.49892,0.962961,417.148211,1038.112886,537.225381,0,0,1.66777,2.781457,0.879659,1.467192038697920
china19,177,261,2.9492,3,5,1,3,-0.8247,2.7516,53,0.299435,TRUE,1,1,1,20,11,0.071429,0.066102,0,0.155841,1,0,139,0.785311,34,0.19209,40,0.153257,42,135,5.1905,20.5192,0.016757,0.017045,0.005943,0.005682,0.028409,0.354658,0.125075,0.124382,0.020526,0.083254,0.170048,0.093522,0.164113,0.041228,0.023204,0.046708,0,0.223937,0.573662,1.132928,0.259066,0.160376,0.254516,0.00162,1,0.521692,0.982436,0.00565,0.005843,0.001589,0.002442,0.009115,0.153182,0.281255,0.165146,0.165579,0.027733,0.10633,0.217605,0.096132,0.167928,3.760633,3.609472,1.304455,1.641483,7.490977,0.193355,0.346871,1.442888,1.451543,0.169117,1.136865,1.818834,0.063408,0.117207,0.793304,0.798062,0.092981,0.625051,1,0.063408,0.117207,0.165145723608299,0.212806026365348,0,0.08125,0.0167565485362096,0.202924368970223,20,8.2148176682075,0.0256470726099818,177,261,2.9492,3,1.0459,1,5,0.179276,1.070584,0.772263,-0.8177,2.7206,0.011786,2,0.779661,0.759068,12,14.75,4.1588,21,0.153013,0.101574,85,0.32567,0.67433,0.009579,0.042146,0.08046,3,5.1164,0.1166,1,10.169925,14.56577,14.77853,19.147297,34.565782,2.259258,2.263404,2.111561,1.979738,1.911279,2.00278,NA,NA,NA,NA,NA,0.160189,0.000328,0.222528,1E-06,0.581299,0,0.77723,1.5E-05,0.720247,1E-06,0.160189,0.062147,0.222528,0.079096,0.010006,0.033898,-0.034992,0.070423,4857151.42,2629.96,1846.86,1.424,261,151.8968,127.4057,132.5825,5.1153,737.7421,39645.07,3.370406,0.94053,0.060962,36.4411,53.7352,8162.21,57.471,62.1221,0.243553,3.583019,0.105221,1.975269,0.009603,1.324587,4.967605,0.960762,257.063576,665.632002,312.212863,0,0,1.748376,3.056818,0.94468,1.466827221414380
china41,201,264,2.6269,3,6,1,3,-0.563,3.0047,16,0.079602,TRUE,1,1,1,25,13,0.058252,0.04262,0,0.119033,0.666667,0,175,0.870647,51,0.253731,57,0.215909,61,112,4.2787,14.2643,0.013134,0.015,0.004912,0.005,0.03,0.373975,0.100695,0.1,0.018654,0.064641,0.145349,0.105034,0.185254,0.046651,0.024932,0.059789,0,0.342951,0.620633,1.281612,0.03046,0.000647,0.126952,1E-06,1,0.926188,4.167825,0.004975,0.005059,0.001547,0.002386,0.008919,0.170072,0.310941,0.136701,0.136912,0.024085,0.088668,0.2055,0.100327,0.176184,3.204713,3.306869,1.221864,1.641458,10.35106,0.180648,0.381271,1.375483,1.427445,0.146753,1.136686,1.91982,0.053695,0.106692,0.716464,0.743531,0.076441,0.592079,1,0.053695,0.106692,0.136700755416324,0.126036484245439,0,0.0559912854030501,0.013134328358209,0.0483974653319884,25,10.2835820895522,0.00957141517347064,201,264,2.6269,3,0.9824,1,6,0.175072,0.863548,0.536552,-0.5589,2.9749,0.017035,2,0.731343,0.809616,12,16.75,4.595,25,0.147181,0.091029,64,0.242424,0.757576,0.011364,0.043561,0.081439,3,7.9435,0.0076,1,11.509775,16.924813,17.207039,22.434588,41.021178,2.455845,2.50048,2.429632,2.345106,2.37772,2.225761,1.877398,NA,NA,NA,NA,0.172034,6.4E-05,0.371635,0,0.750701,0,0.786808,1.3E-05,0.637637,0,0.172034,0.084577,0.371635,0.104478,0.155392,0.039801,-0.014815,0.104575,4613804.67,2476.88,1862.75,1.3297,264,137.6055,115.5886,108.2081,2.853,852.09,36327.85,2.375143,0.662796,0.81117,43.5649,57.2196,7873.73,61.6958,48.1213,0.161209,3.497083,0.175611,1.991064,0.003369,1.164623,5.079024,0.958611,275.062318,644.147333,334.342683,0,0,1.637071,2.68,0.858021,1.4790823359126300
congo10,1012,1286,2.5415,3,6,1,3,-0.5063,2.0965,109,0.107708,TRUE,1,1,1,52,29,0.051354,0.03554,0,0.103487,0.666667,0,894,0.883399,273,0.269763,327,0.254277,329,672,4.0729,36.9422,0.002514,0.002967,0.001027,0.000989,0.005935,0.408413,0.047262,0.047353,0.006359,0.032397,0.063113,0.07677,0.134551,0.020359,0.005729,0.035672,0,0.242469,0.72879,1.752168,0.018404,0,0.086102,0,1,0.955846,4.678434,0.000988,0.001063,0.000343,0.000429,0.002761,0.189918,0.347594,0.065517,0.065707,0.008617,0.041398,0.0917,0.074064,0.131529,3.035834,3.260365,1.024232,1.64145,7.387661,0.179212,0.337381,1.361405,1.422015,0.150054,1.13663,1.809693,0.057937,0.11022,0.752285,0.785777,0.082917,0.628079,1,0.057937,0.11022,0.0655169252978773,0.115612648221344,0,0.0499537037037037,0.00251384963035073,-0.0709855321651367,52,21.5625725712811,0.00173252088517797,1012,1286,2.5415,3,1.038,1,6,0.203198,0.934423,0.58059,-0.5056,2.0924,0.003428,2,0.679842,0.892015,26,38.9231,17.401,77,0.246503,0.045684,275,0.213841,0.786159,0.002333,0.010109,0.017885,4,13.838,0.0048,1,23.932087,35.3594,36.142159,47.606141,89.895481,3.784616,3.960214,3.801234,3.805033,3.828815,3.844911,NA,3.7995,NA,NA,NA,0.040215,0.024176,0.276847,0,0.894366,0,0.951084,0.012877,0.665281,0,0.040215,0.062253,0.276847,0.079051,0.066746,0.01581,-0.090722,0.091667,6395469.34,2557.33,2500.84,1.0226,1286,74.8696,52.323,78.4366,3.7981,735.6237,96282.32,3.554044,0.991775,0.063241,158.237,201.0798,15054.77,44.996,32.9352,0.136206,3.565776,0.205003,1.991906,0.000685,1.110486,6.695067,0.967678,1358.495623,3072.2639,1692.408132,0,0,1.598714,2.555885,0.842717,1.678941736789190
croatia07,465,564,2.4258,3,4,1,3,-0.5572,1.7454,29,0.062366,TRUE,1,1,1,45,23,0.029183,0.020072,0,0.081611,0.666667,0,437,0.939785,152,0.326882,197,0.349291,202,155,3.297,12.5706,0.005228,0.006466,0.002164,0.002155,0.008621,0.41387,0.055674,0.055609,0.008787,0.038067,0.077892,0.089925,0.157832,0.037631,0.011222,0.07557,0,0.52036,0.737752,2.008169,0.018523,0,0.101029,0,1,0.966389,5.454264,0.002151,0.002307,0.000752,0.000973,0.00407,0.195117,0.349602,0.084007,0.084901,0.013568,0.051091,0.111665,0.092166,0.16151,2.876197,3.168021,0.945194,1.64145,7.727214,0.170141,0.328626,1.338855,1.398414,0.141837,1.136631,1.628018,0.055349,0.105939,0.822383,0.858967,0.087123,0.698169,1,0.055349,0.105939,0.0840067212076035,0.0594982078853047,0,0.0294426919032597,0.00522803114571746,-0.104115767712837,45,18.423275862069,0.00102192967931787,465,564,2.4258,3,1.004,1,4,0.202997,0.834141,0.759268,-0.5554,1.7379,0.003407,2,0.593548,0.861866,20,23.25,8.5402,47,0.194301,0.06303,100,0.177305,0.822695,0.003546,0.01773,0.035461,1,1.8207,0.3745,1,16.264663,26.3594,28.686406,41.173181,67.643613,3.630119,3.741768,3.361431,3.521128,3.93114,NA,NA,NA,NA,NA,NA,0.182103,0,0.573147,0,0.88132,0,0.78622,0,0.435572,0,0.182103,0.04086,0.573147,0.068817,0.186917,0.019355,0.12171,0.085174,4145549.22,2502.25,1656.73,1.5104,564,97.8618,63.0314,94.6877,4.1394,730.5521,55194.07,3.304945,0.922262,0.440988,112.1685,136.0495,13314.06,40.4988,25.44,0.108108,3.338384,0.240585,1.997411,0.000422,1.056469,5.906525,0.961993,608.200762,1337.431525,759.738119,0,0,1.564697,2.448276,0.936361,1.5619248056589600
cuba02,543,863,3.1786,3,5,1,3,-1.1024,3.5702,223,0.410681,TRUE,1,1,1,33,18,0.06598,0.062124,0,0.119294,0.333333,0,415,0.764273,66,0.121547,76,0.088065,77,467,8.039,52.9917,0.005865,0.005535,0.00181,0.001845,0.009225,0.308644,0.072888,0.072305,0.010993,0.049977,0.099032,0.085966,0.150826,0.02409,0.014059,0.02737,0,0.158314,0.580327,1.136126,0.133948,0.035078,0.210001,3.2E-05,1,0.708806,1.567776,0.001842,0.001946,0.000454,0.000749,0.003363,0.130274,0.246619,0.100239,0.101176,0.014435,0.06399,0.132527,0.082077,0.144003,3.97062,3.96107,1.169062,1.641481,8.017773,0.161772,0.294428,1.488876,1.470644,0.161726,1.136851,1.811166,0.057948,0.108623,0.822054,0.811987,0.089294,0.62769,1,0.057948,0.108623,0.100238812194842,0.235190300798036,0,0.0714689265536723,0.00586464428180193,0.163170145871827,33,14.0328229801635,0.0109919849365767,543,863,3.1786,3,0.9811,1,5,0.15298,1.054161,0.760416,-1.0993,3.5571,0.003373,2,0.860037,0.831285,16,33.9375,9.2265,48,0.150207,0.040038,321,0.371958,0.628042,0.002897,0.014484,0.02781,3,4.574,0.1748,1,17.305634,25.683316,26.225097,34.658996,65.837306,3.241271,3.179418,3.071946,2.947327,2.788717,2.837946,2.807138,NA,NA,NA,NA,0.211223,0,0.42774,0,0.908162,0,0.746219,0,0.499042,0,0.211223,0.047882,0.42774,0.082873,0.046723,0.005525,-0.165629,0.091102,4631591.94,2469.55,1875.48,1.3168,863,83.1359,85.7035,57.4936,4.9716,373.4653,71746.31,2.874806,0.80223,0.413966,117.2383,186.329,15490.64,44.8281,36.7864,0.296947,3.770674,0.047482,1.973217,0.003528,1.378922,6.110436,0.97064,810.06409,2156.046727,949.430998,0,0,1.786584,3.191882,0.976496,1.6288991980080300
ecuador01,629,871,2.7695,3,5,1,3,-0.8489,2.8807,99,0.157393,TRUE,1,1,1,40,21,0.044727,0.037255,0,0.104086,0.666667,0,553,0.879173,120,0.190779,134,0.153846,138,476,5.5507,40.3539,0.00441,0.004777,0.001527,0.001592,0.007962,0.346279,0.062666,0.061933,0.009062,0.037266,0.09001,0.080682,0.144606,0.024392,0.00911,0.038325,0,0.255866,0.677986,1.571192,0.043641,0.000538,0.13255,1E-06,1,0.889449,3.037276,0.00159,0.001636,0.000461,0.000707,0.00272,0.155968,0.290074,0.085038,0.084541,0.012068,0.045671,0.11727,0.080302,0.141918,3.325111,3.398215,1.002529,1.641451,7.055468,0.160106,0.301502,1.401686,1.430198,0.14248,1.136663,1.765483,0.052154,0.101649,0.793939,0.810089,0.080703,0.643825,1,0.052154,0.101649,0.0850375596325227,0.120296767355591,0,0.046494708994709,0.00440999260781951,-0.0424015036931486,40,16.2938341113688,0.00390410131887711,629,871,2.7695,3,0.959,1,5,0.165765,0.923741,0.666338,-0.8469,2.8716,0.003563,2,0.791733,0.864781,20,31.45,11.5279,48,0.204372,0.047779,243,0.27899,0.72101,0.00287,0.013203,0.024684,3,6.7014,0.04,1,18.661778,27.6797,27.603497,36.441014,66.889244,3.158319,3.342564,3.107567,3.062172,3.003581,2.847849,NA,NA,NA,NA,NA,0.145953,0,0.431768,0,0.898814,0,0.845083,0,0.546298,0,0.145953,0.074722,0.431768,0.100159,0.078739,0.034976,-0.008061,0.095238,6062781.11,2509.05,2416.37,1.0384,871,81.0338,61.302,76.8407,4.1393,574.4041,70580.46,3.393072,0.946855,0.362537,103.7478,143.6634,11641.6,38.8209,27.9706,0.193935,3.390955,0.008001,1.982253,0.001415,1.201503,6.233318,0.967525,880.411536,2091.495066,1053.634042,0,0,1.67313,2.799363,0.940274,1.5489979610445500
