Map,num_nodes,num_edges,avg_degree,degree_median,degree_max,degree_min,degree_mode,degree_skewness,degree_kurtosis,num_degree4,degree4_ratio,is_connected,num_components,vertex_connectivity,edge_connectivity,diameter,radius,global_clustering,avg_local_clustering,local_clustering_median,local_clustering_sd,local_clustering_max,local_clustering_min,num_zero_local_clustering,zero_local_clustering_ratio,num_articulation_points,articulation_points_ratio,num_bridges,bridges_ratio,num_biconnected_components,max_biconnected_component_size,avg_biconnected_component_size,biconnected_component_size_sd,degree_mean,degree_median,degree_sd2,degree_min,degree_max,degree_cv,closeness_mean,closeness_median,closeness_sd,closeness_min,closeness_max,closeness_gini,closeness_cv,betweenness_mean,betweenness_median,betweenness_sd,betweenness_min,betweenness_max,betweenness_gini,betweenness_cv,eigenvector_mean,eigenvector_median,eigenvector_sd,eigenvector_min,eigenvector_max,eigenvector_gini,eigenvector_cv,pagerank_mean,pagerank_median,pagerank_sd,pagerank_min,pagerank_max,pagerank_gini,pagerank_cv,harmonic_mean,harmonic_median,harmonic_sd,harmonic_min,harmonic_max,harmonic_gini,harmonic_cv,subgraph_mean,subgraph_median,subgraph_sd,subgraph_min,subgraph_max,subgraph_gini,subgraph_cv,alpha_mean,alpha_median,alpha_sd,alpha_min,alpha_max,alpha_gini,alpha_cv,katz_mean,katz_median,katz_sd,katz_min,katz_max,katz_gini,katz_cv,global_efficiency,local_efficiency_mean,local_efficiency_median,avg_clustering,density,assortativity,diameter,avg_path_length,algebraic_connectivity,num_nodes,num_edges,degree_mean,degree_median,degree_sd,degree_min,degree_max,degree_gini,degree_entropy,degree_entropy_norm,degree_skewness,degree_kurtosis,centralization_degree,max_kcore,max_kcore_ratio,modularity,num_communities,community_size_mean,community_size_sd,community_size_max,community_size_gini,community_centralization,cyclomatic_number,cycle_ratio,tree_likeness,top1_degree_share,top5_degree_share,top10_degree_share,powerlaw_xmin,powerlaw_alpha,powerlaw_gof,rosval_min,rosval_1st_qu,rosval_median,rosval_mean,rosval_3rd_qu,rosval_max,rosval_ratio_degree2,rosval_ratio_degree3,rosval_ratio_degree4,rosval_ratio_degree5,rosval_ratio_degree6,rosval_ratio_degree7,rosval_ratio_degree8,rosval_ratio_degree9,rosval_ratio_degree11,rosval_ratio_degree13,rosval_ratio_degree10,moran_i_degree,moran_i_degree_p,moran_i_betweenness,moran_i_betweenness_p,moran_i_closeness,moran_i_closeness_p,geary_c_degree,geary_c_degree_p,geary_c_betweenness,geary_c_betweenness_p,local_moran_degree_mean,local_moran_degree_significant_ratio,local_moran_betweenness_mean,local_moran_betweenness_significant_ratio,getis_gi_degree_mean,getis_gi_degree_hotspot_ratio,getis_gi_betweenness_mean,getis_gi_betweenness_hotspot_ratio,area_total,bbox_width,bbox_height,aspect_ratio,num_edges,avg_edge_length,median_edge_length,sd_edge_length,min_edge_length,max_edge_length,total_edge_length,orientation_entropy,orientation_entropy_norm,order_parameter,node_density_per_km2,edge_density_per_km2,edge_length_density_per_km2,avg_nearest_neighbor_distance,sd_nearest_neighbor_distance,meshedness,spectral_radius,spectral_gap,normalized_spectral_radius,normalized_spectral_gap,natural_connectivity,spectral_entropy,spectral_entropy_norm,graph_energy,estrada_index,laplacian_energy,spectral_mean,spectral_median,spectral_sd,spectral_variance,bipartiteness,d_value
myanmar13,353,391,2.2153,3,6,1,1,0.396,1.906,49,0.13881,TRUE,1,1,1,40,20,0.007895,0.004249,0,0.034141,0.333333,0,347,0.983003,128,0.362606,235,0.601023,237,114,2.4852,7.277,0.006293,0.008523,0.003614,0.002841,0.017045,0.574243,0.069516,0.069758,0.014494,0.040722,0.1052,0.119461,0.2085,0.040101,0.006167,0.072605,0,0.389015,0.761313,1.810551,0.057088,0.006148,0.142339,0,1,0.827292,2.493304,0.002833,0.003037,0.001422,0.001311,0.007742,0.271532,0.50211,0.097973,0.097201,0.019709,0.055363,0.146672,0.11492,0.20117,2.687371,3.026016,1.087896,1.64145,6.193543,0.217471,0.404818,1.312432,1.366496,0.172727,1.13663,1.782989,0.071587,0.131608,0.736086,0.766408,0.096875,0.637486,1,0.071587,0.131608,0.0979725373785335,0.0169971671388102,0,0.00833333333333333,0.00629345866597991,-0.342714932943449,40,15.075392737574,0.00303094161867976,353,391,2.2153,3,1.2721,1,6,0.301356,1.097865,0.682142,0.3943,1.8952,0.010813,2,0.339943,0.855862,15,23.5333,7.5675,38,0.17526,0.116716,39,0.099744,0.900256,0.007673,0.034527,0.065217,4,8.898,0.0087,1,15.754888,24.372271,26.070594,35.016322,75.175139,3.62529,3.401891,3.26303,3.077914,3.056842,3.813918,3.623649,NA,NA,NA,NA,-0.027153,0.757795,0.267614,0,0.896654,0,1.042878,0.880759,0.691956,0,-0.027153,0.025496,0.267614,0.05949,0.147658,0.025496,0.086998,0.088889,4313238.26,2491.47,1731.2,1.4392,391,60.8935,40.4674,71.9559,4.364,774.6333,23809.37,3.508298,0.979009,0.073829,81.8411,90.6511,5520.07,32.0409,53.7088,0.055635,3.158989,0.038285,1.997971,0.001458,0.988564,5.633341,0.960726,413.670925,948.642135,601.517019,0,0,1.4905,2.221591,0.972587,1.5228587842460100
myanmar14,577,717,2.4853,3,5,1,3,-0.2689,1.7612,81,0.140381,TRUE,1,1,1,41,23,0.004193,0.003466,0,0.033843,0.333333,0,571,0.989601,162,0.280763,227,0.316597,228,350,3.5263,23.0469,0.004315,0.005208,0.001957,0.001736,0.008681,0.453636,0.060937,0.060415,0.010044,0.038764,0.081494,0.094415,0.164824,0.027616,0.011807,0.037352,0,0.217332,0.660245,1.352521,0.045393,7.3E-05,0.14321,0,1,0.902012,3.154894,0.001733,0.001927,0.00068,0.000754,0.00432,0.214078,0.392255,0.083953,0.08447,0.013655,0.050974,0.112443,0.093171,0.162649,2.944482,3.212839,1.02032,1.641451,5.245612,0.18871,0.34652,1.354583,1.413785,0.161389,1.13667,1.68234,0.064642,0.119143,0.805178,0.840368,0.095931,0.675648,1,0.064642,0.119143,0.0839533572485407,0.0103986135181976,0,0.00523560209424084,0.00431470248411323,-0.191200902471541,41,16.8794470922396,0.00370311679145502,577,717,2.4853,3,1.1274,1,5,0.235716,1.032723,0.744952,-0.2682,1.7551,0.004381,2,0.606586,0.860209,20,28.85,10.2663,53,0.194367,0.074156,141,0.196653,0.803347,0.003487,0.017434,0.032078,3,6.3154,0.0449,1,17.924813,26.831703,27.371248,36.203257,68.161042,3.235275,3.629482,3.110249,3.019759,3.108073,NA,4.645803,NA,NA,NA,NA,0.10536,5.3E-05,0.343507,0,0.907963,0,0.882368,1.8E-05,0.616774,0,0.10536,0.053726,0.343507,0.083189,0.080884,0.038128,-0.008775,0.081152,4339960.7,2357.27,1841.09,1.2804,717,73.0183,48.9957,61.6151,4.8237,495.7432,52354.12,3.224971,0.899945,0.50797,132.9505,165.2089,12063.27,36.4907,26.731,0.122715,3.486596,0.05559,1.996003,0.001594,1.079933,6.135477,0.965288,743.999368,1698.965871,978.77739,0,0,1.577841,2.489583,0.989177,1.6299963809741400
myanmar15,577,752,2.6066,3,5,1,3,-0.2957,1.5821,153,0.265165,TRUE,1,1,1,53,27,0.009146,0.006644,0,0.042855,0.333333,0,562,0.974003,171,0.29636,264,0.351064,269,293,3.1413,17.7508,0.004525,0.005208,0.002126,0.001736,0.008681,0.469783,0.061186,0.0625,0.012999,0.031018,0.088344,0.120886,0.212443,0.02821,0.008251,0.0449,0,0.249424,0.707978,1.591629,0.092565,0.005604,0.191057,0,1,0.810691,2.064022,0.001733,0.001875,0.000688,0.000717,0.004086,0.219934,0.396726,0.085496,0.087247,0.019199,0.041509,0.12421,0.128711,0.224557,3.149344,3.278218,1.203756,1.64145,5.567703,0.214174,0.382224,1.382918,1.421246,0.186426,1.136633,1.676137,0.075212,0.134807,0.825063,0.84793,0.111224,0.678127,1,0.075212,0.134807,0.0854963675273676,0.0259965337954939,0,0.0100349040139616,0.00452532254958598,-0.031321889930985,53,17.2207057577508,0.00184738402266206,577,752,2.6066,3,1.2245,1,5,0.251256,1.127083,0.813019,-0.295,1.5766,0.00417,2,0.554593,0.849102,19,30.3684,9.6045,54,0.16802,0.068052,176,0.234043,0.765957,0.003324,0.016622,0.02992,3,4.9447,0.1336,1,18.194603,27.160387,28.996926,37.318758,97.813768,3.737838,3.823325,3.456889,3.079355,2.784796,4.012939,4.980831,NA,NA,NA,NA,0.141678,0,0.314029,0,0.928193,0,0.848364,0,0.654076,0,0.141678,0.046794,0.314029,0.067591,0.055388,0.036395,-0.086576,0.094241,4867672.27,2540.57,1915.98,1.326,752,71.9504,63.282,51.0173,3.2675,427.604,54106.72,3.084648,0.860787,0.545977,118.5372,154.4886,11115.52,42.9463,26.1429,0.153177,3.682408,0.08289,1.998715,0.000909,1.147194,6.142191,0.966345,755.832064,1817.171385,1018.862616,0,0,1.615893,2.611111,0.974841,1.6089110549083000
nara01,924,1200,2.5974,3,5,1,3,-0.5409,2.1089,124,0.134199,TRUE,1,1,1,46,24,0.028786,0.02197,0,0.080204,0.333333,0,856,0.926407,248,0.268398,289,0.240833,294,618,4.1395,35.9264,0.002814,0.00325,0.001136,0.001083,0.005417,0.403579,0.056846,0.055735,0.00882,0.038152,0.078943,0.088446,0.155161,0.018456,0.006279,0.028755,0,0.181366,0.696192,1.558047,0.024493,0.00058,0.082395,0,1,0.883662,3.363953,0.001082,0.001168,0.000363,0.00047,0.002244,0.18508,0.33576,0.075775,0.075552,0.01127,0.047531,0.104405,0.084758,0.148732,3.089955,3.263591,1.023119,1.64145,7.181093,0.178256,0.331111,1.372479,1.424874,0.154276,1.13663,1.766586,0.059787,0.112407,0.77691,0.806569,0.08733,0.643405,1,0.059787,0.112407,0.075774925428135,0.0735930735930736,0,0.0302985074626866,0.00281408732112957,-0.0177555424759675,46,18.0162067978969,0.00341102045411162,924,1200,2.5974,3,1.0483,1,5,0.202511,0.971141,0.70053,-0.54,2.1044,0.002609,2,0.691558,0.874615,21,44,15.8651,79,0.19697,0.038438,277,0.230833,0.769167,0.002083,0.010417,0.019167,3,6.7799,0.0355,1,20.908519,31.01955,31.561444,41.572063,79.297395,3.439816,3.431989,3.385925,3.274035,3.120764,3.103614,NA,NA,NA,NA,NA,0.003611,0.414697,0.234717,0,0.897674,0,0.990439,0.338176,0.658015,0,0.003611,0.060606,0.234717,0.061688,-0.017041,0.014069,-0.170021,0.067164,6097309.77,2508.99,2430.18,1.0324,1200,70.0474,51.6022,56.6149,3.0896,427.5365,84056.85,2.722106,0.759618,0.716787,151.5422,196.8081,13785.89,47.7584,32.2953,0.150298,3.353555,0.04727,1.987585,0.001344,1.128157,6.607043,0.967692,1251.62217,2855.11842,1556.323781,0,0,1.620561,2.626219,0.948549,1.6385548439658600
netherlands04,562,692,2.4626,3,8,1,3,0.3235,4.2306,50,0.088968,TRUE,1,1,1,33,18,0.02414,0.016192,0,0.068605,0.333333,0,530,0.94306,165,0.293594,217,0.313584,221,339,3.5385,22.6687,0.00439,0.005348,0.002069,0.001783,0.01426,0.471301,0.067608,0.065988,0.01019,0.048812,0.093891,0.085136,0.150726,0.025208,0.008067,0.042576,0,0.263694,0.715234,1.688961,0.037905,0.000492,0.13186,0,1,0.90805,3.47869,0.001779,0.00194,0.000753,0.000784,0.00654,0.21615,0.423133,0.088969,0.087833,0.013345,0.061549,0.122487,0.085702,0.149999,2.949744,3.208688,1.112793,1.64145,9.135296,0.194324,0.377251,1.349386,1.40231,0.161216,1.136634,2.066332,0.063027,0.119473,NA,NA,NA,NA,NA,NA,NA,0.0889688076550004,0.0622775800711744,0,0.0246612466124661,0.00438972094823047,-0.282987003451061,33,15.1166067203329,0.00492592251698586,562,692,2.4626,3,1.1606,1,8,0.233621,0.987391,0.507419,0.3226,4.2156,0.009906,2,0.629893,0.873952,19,29.5789,9.1306,49,0.169133,0.073554,131,0.189306,0.810694,0.00578,0.026012,0.043353,3,6.9153,0.0146,1,17.738594,25.586591,25.362256,33.096366,56.156689,2.962393,2.97915,2.90123,2.857292,2.896984,3.218573,3.236376,3.202739,3.26849,3.410232,NA,0.008733,0.353176,0.276549,0,0.822322,0,1.01065,0.631419,0.613671,0,0.008733,0.05694,0.276549,0.060498,0.000361,0.014235,-0.128682,0.051491,5914351.89,2612.15,2264.17,1.1537,692,83.7957,65.4584,71.6457,0,669.533,57986.62,3.058057,0.853367,0.587782,95.0231,117.0035,9804.39,42.5484,33.8492,0.117069,3.377263,0.088164,1.990039,0.002005,1.086468,6.106311,0.964705,723.714414,1665.649011,952.81926,0.005338,0,1.575766,2.483037,0.955257,1.5958754924001300
new-zealand02,602,653,2.1694,3,5,1,3,0.0875,1.5397,38,0.063123,TRUE,1,1,1,43,22,0.018601,0.010244,0,0.055534,0.333333,0,581,0.965116,253,0.420266,337,0.51608,342,250,2.7573,13.4148,0.00361,0.004992,0.001845,0.001664,0.008319,0.51104,0.053911,0.053501,0.008798,0.037352,0.076943,0.09291,0.163195,0.030072,0.006622,0.058654,0,0.464766,0.760072,1.950472,0.031964,5E-06,0.109629,0,1,0.908005,3.429766,0.001661,0.001976,0.000735,0.000791,0.004031,0.238975,0.442261,0.074141,0.073856,0.012415,0.048139,0.109601,0.095227,0.167451,2.603426,3.137612,0.927244,1.64145,5.244355,0.188797,0.356163,1.297916,1.392443,0.148849,1.13663,1.656209,0.061091,0.114683,0.783667,0.840741,0.089873,0.686285,1,0.061091,0.114683,0.0741414722035131,0.0348837209302326,0,0.0188008130081301,0.00360970917794816,-0.270362975477398,43,19.042968253354,0.00159276690170996,602,653,2.1694,3,1.1087,1,5,0.26299,0.92645,0.668293,0.0873,1.5346,0.004725,2,0.448505,0.886427,21,28.6667,11.2309,58,0.208986,0.074831,52,0.079632,0.920368,0.003828,0.019142,0.034456,3,7.7163,0.012,1,20.568669,30.849625,31.405311,41.774438,73.513031,3.657045,3.808539,3.646077,3.504061,3.47218,3.546003,NA,NA,NA,NA,NA,-0.118129,0.999992,0.312917,0,0.90051,0,1.112918,0.999978,0.66994,0,-0.118129,0.009967,0.312917,0.064784,0.0706,0.001661,-0.006786,0.07622,4739058.82,2425.55,1953.81,1.2414,653,58.2251,38.2721,54.6026,3.3545,613.4782,38020.99,3.529839,0.98502,0.119374,127.0294,137.7911,8022.9,31.529,27.4099,0.043369,3.200061,0.237654,1.997997,0.000718,0.956828,6.152169,0.961488,729.370905,1567.262358,974.846301,0,0,1.476381,2.1797,0.918253,1.6196353610283400
new-zealand20,473,701,2.9641,3,6,1,3,-0.6713,3.4676,107,0.226216,TRUE,1,1,1,33,19,0.117722,0.104792,0,0.157055,1,0,307,0.649049,73,0.154334,97,0.138374,99,374,5.7677,37.3865,0.00628,0.006356,0.002101,0.002119,0.012712,0.334644,0.074753,0.073669,0.012421,0.048801,0.10201,0.095302,0.166155,0.027086,0.013408,0.036557,0,0.232243,0.621671,1.349669,0.043382,0.000812,0.115516,0,1,0.864897,2.662778,0.002114,0.00211,0.000565,0.000864,0.003857,0.145081,0.26713,0.101035,0.101393,0.016416,0.061765,0.134574,0.092899,0.16248,3.770112,3.752647,1.310201,1.64145,10.233271,0.182896,0.347523,1.443127,1.45091,0.157768,1.136631,1.98553,0.057398,0.109324,0.726822,0.730742,0.079459,0.572457,1,0.057398,0.109324,0.101035200430644,0.348925299506695,0,0.124539363484087,0.0062797864335113,0.0894654181328815,33,13.7573279105601,0.0077690780929185,473,701,2.9641,3,0.9919,1,6,0.163312,1.044244,0.648826,-0.6692,3.4529,0.006459,2,0.794926,0.841619,18,26.2778,7.9247,43,0.162908,0.069583,229,0.326676,0.673324,0.00428,0.019258,0.03709,4,10.6322,0.0032,1,16.638807,24.305483,24.747717,32.387998,55.139222,3.162077,2.993074,2.921679,2.827919,2.70664,2.747018,2.752628,2.950244,NA,NA,NA,0.182244,0,0.374831,0,0.863007,0,0.77411,0,0.57296,0,0.182244,0.099366,0.374831,0.109937,0.207286,0.044397,-0.072344,0.111111,5898129.23,2406.55,2450.87,1.0184,701,91.8164,76.6775,76.138,5.1435,491.6178,64363.31,3.435997,0.958833,0.047136,80.1949,118.8512,10912.5,41.6253,37.3374,0.243358,3.748633,0.054546,1.980222,0.002727,1.327105,5.954717,0.967149,689.368163,1783.263003,818.531627,0,0,1.735717,3.012712,0.961213,1.5538280560605000
okayama,1075,1741,3.2391,3,7,1,3,-1.0826,4.8827,421,0.391628,TRUE,1,1,1,51,26,0.030928,0.030587,0,0.091609,0.666667,0,954,0.887442,93,0.086512,100,0.057438,102,973,11.5294,96.1424,0.003016,0.002793,0.000802,0.000931,0.006518,0.266047,0.052203,0.051617,0.008729,0.033415,0.072085,0.095877,0.167214,0.017449,0.00641,0.029425,0,0.247483,0.671524,1.686343,0.055138,0.009618,0.131831,0,1,0.806233,2.390911,0.00093,0.000938,0.000199,0.00038,0.001769,0.111796,0.214291,0.072385,0.072491,0.010767,0.042199,0.097294,0.084957,0.148744,3.959291,3.759873,1.042676,1.641516,9.551438,0.1399,0.263349,1.496366,1.47131,0.140512,1.136957,2.096656,0.048666,0.093902,NA,NA,NA,NA,NA,NA,NA,0.0723846639212593,0.112919896640827,0,0.0335519922254616,0.00301589363821402,0.0838652648218082,51,19.7230626651076,0.00257753464871306,1075,1741,3.2391,3,0.8617,1,7,0.127415,0.974047,0.543626,-1.0811,4.8736,0.003508,2,0.908837,0.86861,20,53.75,16.5621,96,0.162651,0.025104,667,0.383113,0.616887,0.00201,0.008329,0.015508,4,16.0049,0.0057,1,24.346606,36.567291,37.519653,49.433663,95.687896,4.221249,3.969389,4.003229,3.725557,3.597406,3.546159,3.608576,3.41112,NA,NA,NA,0.169821,0,0.325772,0,0.957645,0,0.796065,0,0.670766,0,0.169821,0.058605,0.325772,0.070698,0.100355,0.014884,-0.00258,0.068367,5532353.6,2779.96,1990.08,1.3969,1741,68.4814,57.177,45.8911,0,413.4548,119226.07,2.331419,0.650595,0.809916,194.3115,314.6943,21550.7,47.2928,28.5411,0.310956,3.707921,0.004302,1.970382,0.000852,1.376681,6.798187,0.974072,1622.400944,4258.859662,1826.318678,0.00093,0,1.805485,3.259776,0.980397,1.6127617928550000
peru13,612,940,3.0719,3,5,1,3,-0.916,3.1764,208,0.339869,TRUE,1,1,1,42,21,0.034574,0.028214,0,0.087202,0.666667,0,544,0.888889,90,0.147059,120,0.12766,121,492,6.0496,44.5455,0.005028,0.00491,0.00166,0.001637,0.008183,0.330249,0.064988,0.064513,0.010438,0.039534,0.088193,0.091818,0.16062,0.024274,0.014065,0.030419,0,0.177954,0.588352,1.253149,0.041207,0.002482,0.118834,0,1,0.869058,2.883837,0.001634,0.001645,0.00044,0.000716,0.003044,0.146862,0.269391,0.090483,0.092727,0.014065,0.049376,0.118096,0.087363,0.155441,3.749583,3.610953,1.181376,1.641451,7.874005,0.171964,0.315069,1.466066,1.460322,0.165638,1.136654,1.832049,0.060672,0.112982,NA,NA,NA,NA,NA,NA,NA,0.0904830433094024,0.112903957879448,0,0.0334625322997416,0.00502765208647562,0.145512086728167,42,15.8072323310121,0.00751268776537948,612,940,3.0719,3,1.0145,1,5,0.165853,1.082042,0.780528,-0.9137,3.166,0.003166,2,0.80719,0.836467,15,40.8,15.9159,71,0.213943,0.040696,329,0.35,0.65,0.00266,0.013298,0.026596,3,4.8478,0.1361,1,18.606083,27.949481,28.490593,37.74535,77.8075,3.752689,3.640932,3.129112,3.060707,3.035046,3.113741,2.972727,NA,NA,NA,NA,0.362551,0,0.392861,0,0.92974,0,0.599532,0,0.621837,0,0.362551,0.109477,0.392861,0.109477,0.082597,0.014706,0.016074,0.106589,6252179.33,2679.62,2333.24,1.1485,940,93.1051,91.735,60.3082,0,588.6241,87518.76,2.852815,0.796093,0.489603,97.8859,150.3476,13998.12,49.0908,38.5986,0.269893,3.705316,0.052145,1.991807,0.002641,1.323961,6.223796,0.97018,890.423166,2300.067491,1061.315576,0.003268,0,1.75318,3.073639,0.966674,1.6017001335900500
peru17,701,992,2.8302,3,5,1,3,-0.9136,3.0286,133,0.189729,TRUE,1,1,1,47,24,0.058168,0.051878,0,0.133708,1,0,592,0.844508,138,0.196862,151,0.152218,158,535,5.4304,42.4005,0.004043,0.004286,0.001358,0.001429,0.007143,0.335939,0.057336,0.057078,0.010098,0.036264,0.083923,0.100339,0.176124,0.024314,0.007341,0.043339,0,0.343185,0.708994,1.782453,0.043865,0.000151,0.128749,0,1,0.880754,2.935138,0.001427,0.001446,0.000392,0.000627,0.002678,0.149234,0.274892,0.080687,0.081524,0.013069,0.047664,0.113617,0.092375,0.161972,3.45872,3.427703,1.088655,1.641451,7.928225,0.169607,0.314757,1.412863,1.434038,0.146351,1.136658,1.789584,0.053832,0.103584,NA,NA,NA,NA,NA,NA,NA,0.0806871450878744,0.155967665240133,0,0.0636894337419732,0.00404320358671286,0.0690863967736893,47,17.9956307316079,0.00205019041950339,701,992,2.8302,3,0.9508,1,5,0.161417,0.936424,0.675487,-0.9117,3.0199,0.003109,2,0.794579,0.86478,17,41.2353,17.013,79,0.224721,0.034389,292,0.294355,0.705645,0.00252,0.011089,0.021169,3,6.3329,0.0537,1,19.779565,30.016128,30.986363,41.183363,79.407524,3.848485,3.726467,3.428717,3.264952,3.28139,3.647748,NA,NA,NA,NA,NA,0.206084,0,0.495389,0,0.939753,0,0.732402,0,0.5475,0,0.206084,0.025678,0.495389,0.065621,0.147925,0.002853,0.06571,0.066784,6427493.01,2692.95,2386.78,1.1283,992,86.3905,73.9244,64.0355,0,396.5296,85699.36,3.446665,0.96181,0.027673,109.0627,154.337,13333.25,52.8603,36.4061,0.209019,3.493484,0.033435,1.986378,0.000753,1.243062,6.338321,0.967523,1010.463441,2429.813411,1192.798834,0.002853,0,1.706288,2.91142,0.932413,1.5775038507245800
peru19,1019,1598,3.1364,3,6,1,3,-1.1101,4.3979,328,0.321884,TRUE,1,1,1,49,26,0.0376,0.03667,0,0.098092,0.333333,0,883,0.866536,99,0.097154,113,0.070713,116,904,9.7759,83.7486,0.003081,0.002947,0.000848,0.000982,0.005894,0.275131,0.053777,0.053259,0.007825,0.036446,0.072928,0.083151,0.145508,0.017699,0.00884,0.023857,0,0.185806,0.609214,1.347958,0.019672,8.4E-05,0.075259,0,1,0.916902,3.825715,0.000981,0.000977,0.000214,0.000395,0.001722,0.112964,0.218041,0.073747,0.074475,0.009915,0.047417,0.09498,0.076348,0.134451,3.820501,3.599603,1.094577,1.641568,12.636732,0.149614,0.286501,1.474271,1.451599,0.143345,1.136964,2.063636,0.050588,0.097231,NA,NA,NA,NA,NA,NA,NA,0.0737465837485099,0.133791298658816,0,0.0408378870673953,0.003080951123159,0.199690835517865,49,18.9998322636122,0.00502945721244601,1019,1598,3.1364,3,0.8629,1,6,0.131202,0.958311,0.595432,-1.1085,4.3893,0.002818,2,0.893032,0.859849,24,42.4583,17.4206,75,0.230168,0.035621,580,0.362954,0.637046,0.001877,0.008135,0.015332,4,16.6127,0.0017,1,22.627562,33.481436,34.012961,44.52804,86.740715,3.7663,3.777883,3.500943,3.471079,3.335104,3.495514,2.867547,2.935838,NA,NA,NA,0.238045,0,0.480038,0,0.921988,0,0.743624,0,0.523494,0,0.238045,0.164868,0.480038,0.078508,0.055649,0.089303,0.003784,0.078689,6322896.86,2521.25,2507.84,1.0053,1598,75.3114,70.2142,52.1211,0,350.3638,120347.6,3.197158,0.892184,0.385501,161.1603,252.7323,19033.62,51.7022,34.054,0.285293,3.974862,0.214167,1.979143,0.001624,1.341073,6.73696,0.972763,1521.761953,3895.78168,1725.447664,0.000981,0,1.779329,3.166011,0.952968,1.658621947995370
peru24,1031,1492,2.8943,3,5,1,3,-1.1008,3.8111,185,0.179437,TRUE,1,1,1,50,26,0.011215,0.008923,0,0.05082,0.333333,0,997,0.967022,148,0.14355,169,0.113271,173,854,6.9538,64.7745,0.00281,0.002913,0.000844,0.000971,0.004854,0.300182,0.053789,0.05281,0.009016,0.029141,0.075414,0.095596,0.167626,0.017643,0.005509,0.032491,0,0.25756,0.710026,1.84165,0.03673,0.001023,0.09988,0,1,0.849486,2.719298,0.00097,0.000971,0.000242,0.000426,0.001841,0.131749,0.24926,0.072146,0.072792,0.011701,0.035366,0.102278,0.091667,0.162188,3.381319,3.416414,0.865118,1.641451,6.736336,0.130256,0.255852,1.423266,1.439581,0.132098,1.136661,1.794703,0.046169,0.092813,0.793037,0.802128,0.073604,0.633343,1,0.046169,0.092813,0.0721455298488377,0.0326543808600065,0,0.0104308390022676,0.00280997805881744,0.0371572289558987,50,19.1541532869398,0.0029779870834022,1031,1492,2.8943,3,0.8688,1,5,0.137403,0.865773,0.624524,-1.0992,3.8037,0.002048,2,0.845781,0.881275,22,46.8636,12.9515,73,0.1525,0.029302,462,0.309651,0.690349,0.001676,0.007373,0.014075,3,6.6162,0.0453,1,22.509775,32.552375,33.6563,43.704179,89.35149,3.979287,3.884105,3.500824,3.373106,3.256913,3.57455,NA,NA,NA,NA,NA,0.26264,0,0.283173,0,0.922073,0,0.703358,0,0.737649,0,0.26264,0.133851,0.283173,0.089234,0.173582,0.032978,0.055096,0.087302,6443886.49,2578.04,2499.53,1.0314,1492,80.0984,53.5992,63.2531,4.0697,487.6666,119506.82,3.045842,0.849958,0.28013,159.9966,231.5373,18545.77,52.8573,26.3804,0.224599,3.425569,0.055391,1.991061,0.001152,1.218266,6.737321,0.971171,1476.294229,3486.139488,1692.885417,0,0,1.703224,2.900971,0.946232,1.6320310891065800
philippines20,325,397,2.4431,3,4,1,1,-0.1354,1.3852,75,0.230769,TRUE,1,1,1,36,18,0,0,0,0,0,0,325,1,111,0.341538,155,0.390428,156,170,3.0769,13.4508,0.00754,0.009259,0.003781,0.003086,0.012346,0.501414,0.081453,0.081387,0.014318,0.046505,0.109349,0.100422,0.175781,0.036204,0.015654,0.047843,0,0.242781,0.654635,1.321465,0.098832,0.007154,0.206232,0,1,0.806906,2.08668,0.003077,0.003429,0.001278,0.001324,0.005956,0.231362,0.415275,0.112725,0.110966,0.02078,0.061824,0.150523,0.105556,0.184344,2.9381,3.154901,1.166056,1.64145,5.194812,0.219148,0.396874,1.352634,1.402221,0.184473,1.13665,1.664758,0.075609,0.136381,0.812511,0.842297,0.110811,0.682772,1,0.075609,0.136381,0.112724964906798,0,0,0,0.00754036087369421,-0.000541388194002096,36,12.6940360873694,0.00514041931835243,325,397,2.4431,3,1.225,1,4,0.268095,1.073173,0.976844,-0.1348,1.3767,0.004835,2,0.523077,0.808028,14,23.2143,9.2085,40,0.216923,0.075967,73,0.183879,0.816121,0.005038,0.025189,0.050378,1,1.847,0.3099,1,13.287712,19.847292,21.339527,27.908744,64.380656,2.832843,3.188002,2.763017,2.504759,2.474251,NA,NA,NA,NA,NA,NA,0.070758,0.022017,0.157491,5E-06,0.878204,0,0.917577,0.013435,0.796509,2E-06,0.070758,0.089231,0.157491,0.052308,0.040618,0.076923,-0.074481,0.06599,5896821.33,2546.35,2315.79,1.0996,397,88.0875,80.0818,68.2825,6.7045,704.5566,34970.74,3.063914,0.855002,0.293625,55.1144,67.3244,5930.44,48.2132,36.6221,0.113178,3.675625,0.287476,1.995823,0.002371,1.077763,5.555877,0.961101,411.010481,954.882645,563.886376,0,0,1.565445,2.450617,0.99302,1.557350652168660
