Map,agent,final_timestep,initial_rsl21,final_rsl21,final_alive,total_health,transport_rate,road_clear_rate,buried_rescue_rate,dist_per_rescue,dist_per_transport,total_buried_time
venezuela01_8,distributed,300.0,299.0,194.9,93.98,92.68,88.89,94.33,34.62,,,
peru17_13,concentration2_cluster_9_group_none,300.0,334.0,213.13,93.11,92.44,75.0,77.29,28.57,,,
peru17_13,distributed,300.0,334.0,221.99,94.61,92.94,84.62,87.26,46.43,,,
italy16_12,concentration2_cluster_9_group_none,300.0,214.0,94.17,87.38,86.28,90.0,82.68,33.33,,,
italy16_12,distributed,300.0,214.0,93.21,86.92,86.18,75.0,84.26,40.0,,,
tokyo21_12,distributed,300.0,293.0,115.02,84.98,84.55,0.0,35.44,0.0,,,
tokyo21_12,concentration2_cluster_9_group_none,300.0,293.0,115.02,84.98,84.55,0.0,36.58,0.0,,,
belize04_12,concentration2_cluster_9_group_none,300.0,338.0,128.49,85.8,83.72,88.89,56.6,16.07,,,
belize04_12,distributed,300.0,338.0,124.21,84.32,83.39,100.0,58.19,7.14,,,
croatia07_16,concentration2_cluster_9_group_none,300.0,221.0,84.26,84.16,84.16,100.0,37.2,6.25,,,
croatia07_16,distributed,300.0,221.0,84.26,84.16,84.16,100.0,36.1,3.13,,,
america35_23,concentration2_cluster_9_group_none,300.0,342.0,88.03,78.65,77.66,100.0,38.46,6.85,,,
america35_23,distributed,300.0,342.0,86.69,78.36,77.43,80.0,39.14,6.85,,,
sapporo_22,concentration2_cluster_9_group_none,300.0,253.0,105.21,86.56,85.34,100.0,36.25,5.26,,,
sapporo_22,distributed,300.0,253.0,103.38,86.17,85.08,100.0,37.62,7.89,,,
tokyo21_2,distributed,300.0,293.0,102.37,83.62,82.55,33.33,32.87,5.77,,,
tokyo21_2,concentration2_cluster_9_group_none,300.0,293.0,102.37,83.62,82.55,0.0,32.51,0.0,,,
okayama_7,concentration2_cluster_9_group_none,300.0,293.0,110.05,84.98,83.67,55.56,63.43,19.15,,,
okayama_7,distributed,300.0,293.0,105.68,83.96,83.1,50.0,61.13,21.28,,,
slovenia10_16,distributed,300.0,201.0,79.82,85.07,84.76,100.0,45.02,3.45,,,
slovenia10_16,concentration2_cluster_9_group_none,300.0,201.0,79.82,85.07,84.76,100.0,41.92,6.9,,,
austria20_29,distributed,300.0,173.0,53.74,83.24,80.29,87.5,59.17,22.22,,,
austria20_29,concentration2_cluster_9_group_none,300.0,173.0,53.06,82.66,80.17,75.0,57.54,22.22,,,
philippines25_11,distributed,300.0,371.0,153.76,86.79,85.22,72.22,67.19,33.33,,,
philippines25_11,concentration2_cluster_9_group_none,300.0,371.0,153.17,86.52,85.2,81.82,63.91,20.37,,,
ibaragi_27,distributed,300.0,258.0,69.91,79.46,78.48,33.33,43.08,5.36,,,
ibaragi_27,concentration2_cluster_9_group_none,300.0,258.0,69.91,79.46,78.48,100.0,41.23,7.14,,,
croatia07_26,concentration2_cluster_9_group_none,300.0,221.0,72.37,82.81,81.45,80.0,38.99,13.16,,,
croatia07_26,distributed,300.0,221.0,71.14,82.35,81.21,33.33,36.45,7.89,,,
india06_23,distributed,300.0,235.0,121.27,89.36,89.02,40.0,66.43,19.23,,,
india06_23,concentration2_cluster_9_group_none,300.0,235.0,125.06,90.64,89.35,100.0,67.06,26.92,,,
singapore20_11,distributed,300.0,208.0,64.01,81.73,80.47,80.0,44.96,12.2,,,
singapore20_11,concentration2_cluster_9_group_none,300.0,208.0,60.9,80.77,79.7,50.0,42.47,14.63,,,
china41_9,distributed,300.0,241.0,87.89,85.48,82.96,63.64,69.95,26.19,,,
china41_9,concentration2_cluster_9_group_none,300.0,241.0,90.52,85.48,83.55,80.0,62.03,23.81,,,
india13_3,distributed,300.0,243.0,96.12,85.6,84.56,75.0,51.77,20.51,,,
india13_3,concentration2_cluster_9_group_none,300.0,243.0,96.12,85.6,84.56,66.67,51.45,15.38,,,
yamanashi_11,concentration2_cluster_9_group_none,300.0,320.0,82.1,78.44,77.65,66.67,45.12,4.23,,,
yamanashi_11,distributed,300.0,320.0,82.1,78.44,77.65,50.0,42.48,5.63,,,
netherlands04_13,concentration2_cluster_9_group_none,300.0,342.0,106.43,82.16,80.58,90.91,41.03,15.94,,,
netherlands04_13,distributed,300.0,342.0,106.67,81.87,80.7,81.82,41.05,15.94,,,
argeria01_24,distributed,300.0,235.0,160.22,94.04,93.57,83.33,67.42,40.0,,,
argeria01_24,concentration2_cluster_9_group_none,300.0,235.0,158.86,94.04,93.4,83.33,66.55,40.0,,,
tokyo21_14,distributed,300.0,293.0,111.46,84.3,84.09,100.0,36.2,4.55,,,
tokyo21_14,concentration2_cluster_9_group_none,300.0,293.0,112.68,84.64,84.22,100.0,36.38,2.27,,,
ukraine12_21,distributed,300.0,255.0,61.2,78.04,76.42,53.85,48.24,21.67,,,
ukraine12_21,concentration2_cluster_9_group_none,300.0,255.0,61.58,78.04,76.54,54.55,46.4,18.33,,,
italy36_4,distributed,300.0,281.0,124.46,88.61,86.13,63.16,93.76,48.72,,,
italy36_4,concentration2_cluster_9_group_none,300.0,281.0,124.06,87.54,86.31,72.22,83.04,46.15,,,
new-zealand20_29,distributed,300.0,330.0,174.36,90.61,89.21,73.33,87.98,40.54,,,
new-zealand20_29,concentration2_cluster_9_group_none,300.0,330.0,173.84,90.0,89.29,47.06,83.77,45.95,,,
argeria07_14,distributed,300.0,182.0,66.79,85.71,83.03,90.91,81.57,34.38,,,
argeria07_14,concentration2_cluster_9_group_none,300.0,182.0,67.49,86.26,83.11,90.0,79.31,31.25,,,
ukraine12_15,concentration2_cluster_9_group_none,300.0,255.0,83.75,82.35,81.62,100.0,43.33,8.89,,,
ukraine12_15,distributed,300.0,255.0,83.86,81.96,81.74,57.14,50.02,15.56,,,
ecuador01_14,distributed,300.0,325.0,150.13,88.92,86.9,38.89,92.58,42.86,,,
ecuador01_14,concentration2_cluster_9_group_none,300.0,325.0,154.48,89.85,87.27,75.0,80.26,57.14,,,
okayama_12,distributed,300.0,293.0,112.81,85.32,84.08,66.67,55.48,19.57,,,
okayama_12,concentration2_cluster_9_group_none,300.0,293.0,113.28,84.98,84.25,100.0,60.48,21.74,,,
indonesia43_19,distributed,300.0,344.0,104.11,81.98,80.07,56.25,71.2,23.19,,,
indonesia43_19,concentration2_cluster_9_group_none,300.0,344.0,102.33,81.4,79.87,83.33,73.66,17.39,,,
turkey13_19,concentration2_cluster_9_group_none,300.0,254.0,138.37,90.55,89.84,100.0,79.18,19.23,,,
turkey13_19,distributed,300.0,254.0,136.87,90.55,89.62,60.0,65.77,19.23,,,
turkey13_28,distributed,300.0,254.0,165.52,93.31,92.82,100.0,62.6,26.32,,,
turkey13_28,concentration2_cluster_9_group_none,300.0,254.0,166.19,93.7,92.82,100.0,83.05,36.84,,,
philippines30_3,concentration2_cluster_9_group_none,300.0,290.0,93.75,84.14,80.87,81.25,51.63,26.23,,,
philippines30_3,distributed,300.0,290.0,88.62,82.41,80.16,64.29,48.56,22.95,,,
chile23_16,concentration2_cluster_9_group_none,300.0,334.0,128.04,85.63,83.93,76.92,68.33,23.64,,,
chile23_16,distributed,300.0,334.0,131.09,86.53,84.19,54.55,68.29,20.0,,,
new-zealand02_21,concentration2_cluster_9_group_none,300.0,258.0,72.51,79.84,79.12,83.33,29.87,11.11,,,
new-zealand02_21,distributed,300.0,258.0,72.51,79.84,79.12,83.33,28.88,11.11,,,
austria32_23,distributed,300.0,327.0,126.37,86.24,83.95,83.33,77.97,32.73,,,
austria32_23,concentration2_cluster_9_group_none,300.0,327.0,120.65,85.32,83.23,76.19,76.01,38.18,,,
america03_12,distributed,300.0,334.0,105.46,82.63,80.76,66.67,41.24,13.43,,,
america03_12,concentration2_cluster_9_group_none,300.0,334.0,107.99,83.23,81.09,77.78,48.0,13.43,,,
italy54_16,distributed,300.0,336.0,123.0,83.93,83.41,55.56,67.92,33.33,,,
italy54_16,concentration2_cluster_9_group_none,300.0,336.0,122.49,83.93,83.32,68.75,66.04,29.63,,,
tokyo12_21,distributed,300.0,352.0,150.47,86.65,85.87,50.0,40.93,8.51,,,
tokyo12_21,concentration2_cluster_9_group_none,300.0,352.0,152.97,87.22,86.07,75.0,42.95,8.51,,,
chile03_4,distributed,300.0,319.0,127.19,85.58,84.72,57.14,41.52,14.29,,,
chile03_4,concentration2_cluster_9_group_none,300.0,319.0,127.8,85.58,84.82,100.0,38.02,10.2,,,
spain07_13,concentration2_cluster_9_group_none,300.0,364.0,155.24,86.81,85.78,81.82,57.89,20.37,,,
spain07_13,distributed,300.0,364.0,154.2,86.81,85.65,100.0,64.82,7.41,,,
ishikawa_21,distributed,300.0,310.0,125.63,85.81,85.0,50.0,46.43,4.55,,,
ishikawa_21,concentration2_cluster_9_group_none,300.0,310.0,125.63,85.81,85.0,100.0,46.21,2.27,,,
italy16_4,concentration2_cluster_9_group_none,300.0,214.0,102.01,90.65,87.15,83.33,89.81,40.0,,,
italy16_4,distributed,300.0,214.0,98.04,88.79,86.77,76.92,83.06,43.33,,,
ukraine12_29,distributed,300.0,255.0,99.12,86.27,84.05,60.0,63.03,23.26,,,
ukraine12_29,concentration2_cluster_9_group_none,300.0,255.0,97.73,85.88,83.86,66.67,48.85,13.95,,,
america04_21,concentration2_cluster_9_group_none,300.0,290.0,73.47,78.97,77.26,80.0,41.98,14.71,,,
america04_21,distributed,300.0,290.0,71.96,78.28,77.02,72.73,41.72,16.18,,,
china10_14,distributed,300.0,242.0,102.67,87.6,85.5,77.78,84.99,46.15,,,
china10_14,concentration2_cluster_9_group_none,300.0,242.0,101.74,87.19,85.41,78.95,84.84,48.72,,,
myanmar15_12,concentration2_cluster_9_group_none,300.0,255.0,77.82,81.57,80.34,66.67,34.22,6.0,,,
myanmar15_12,distributed,300.0,255.0,77.82,81.57,80.34,75.0,33.81,8.0,,,
america20_8,distributed,300.0,323.0,103.29,82.35,81.08,100.0,24.88,3.33,,,
america20_8,concentration2_cluster_9_group_none,300.0,323.0,103.74,82.35,81.17,75.0,24.6,6.67,,,
china19_28,concentration2_cluster_9_group_none,300.0,276.0,140.64,90.58,88.49,73.33,99.21,41.67,,,
china19_28,distributed,300.0,276.0,147.13,91.67,89.16,85.71,94.55,38.89,,,
italy36_2,distributed,300.0,281.0,120.31,88.97,85.37,61.9,92.91,45.65,,,
italy36_2,concentration2_cluster_9_group_none,300.0,281.0,118.88,88.61,85.21,73.33,91.68,32.61,,,
canada34_6,distributed,300.0,279.0,101.22,85.3,82.9,66.67,64.57,27.78,,,
canada34_6,concentration2_cluster_9_group_none,300.0,279.0,103.97,86.38,83.19,87.5,63.09,29.63,,,
america35_26,distributed,300.0,342.0,64.58,73.98,72.69,20.0,36.49,11.36,,,
america35_26,concentration2_cluster_9_group_none,300.0,342.0,65.69,74.56,72.87,50.0,37.55,9.09,,,
myanmar03_7,distributed,300.0,240.0,70.61,80.83,79.79,100.0,25.14,6.25,,,
myanmar03_7,concentration2_cluster_9_group_none,300.0,240.0,70.61,80.83,79.79,57.14,24.36,14.58,,,
chile01_11,distributed,300.0,375.0,146.27,85.07,84.41,85.71,70.07,12.07,,,
chile01_11,concentration2_cluster_9_group_none,300.0,375.0,152.18,86.13,84.95,88.89,72.4,15.52,,,
austria32_7,concentration2_cluster_9_group_none,300.0,327.0,131.1,86.85,84.54,73.91,80.24,42.59,,,
austria32_7,distributed,300.0,327.0,135.04,87.16,85.06,76.92,74.56,24.07,,,
indonesia80_15,distributed,300.0,344.0,101.77,80.81,79.9,37.5,49.53,11.94,,,
indonesia80_15,concentration2_cluster_9_group_none,300.0,344.0,101.77,80.81,79.9,85.71,48.47,10.45,,,
tokyo03_28,concentration2_cluster_9_group_none,300.0,237.0,91.55,85.23,84.17,33.33,43.51,8.11,,,
tokyo03_28,distributed,300.0,237.0,92.04,85.65,84.18,0.0,44.26,5.41,,,
hukuoka01_2,distributed,300.0,367.0,160.99,87.47,86.2,64.71,86.16,32.69,,,
hukuoka01_2,concentration2_cluster_9_group_none,300.0,367.0,160.74,87.74,86.11,68.42,84.78,36.54,,,
cuba02_12,distributed,300.0,244.0,99.9,86.48,85.05,80.0,37.18,13.16,,,
cuba02_12,concentration2_cluster_9_group_none,300.0,244.0,99.92,86.48,85.05,83.33,36.77,15.79,,,
new-zealand02_25,concentration2_cluster_9_group_none,300.0,258.0,114.44,87.21,86.48,75.0,30.25,12.12,,,
new-zealand02_25,distributed,300.0,258.0,114.44,87.21,86.48,100.0,32.08,9.09,,,
austria13_7,concentration2_cluster_9_group_none,300.0,188.0,72.9,85.64,84.15,75.0,57.47,38.71,,,
austria13_7,distributed,300.0,188.0,73.4,86.17,84.17,80.0,58.13,32.26,,,
slovenia10_20,concentration2_cluster_9_group_none,300.0,201.0,86.1,87.06,85.82,50.0,37.95,7.41,,,
slovenia10_20,distributed,300.0,201.0,86.1,87.06,85.82,50.0,36.97,7.41,,,
italy54_13,distributed,300.0,336.0,116.37,83.33,82.44,46.15,48.21,23.64,,,
italy54_13,concentration2_cluster_9_group_none,300.0,336.0,114.03,83.04,82.1,28.57,56.3,25.45,,,
chile03_10,distributed,300.0,319.0,81.5,78.06,77.66,71.43,39.47,10.61,,,
chile03_10,concentration2_cluster_9_group_none,300.0,319.0,81.5,78.06,77.66,73.33,38.55,22.73,,,
philippines34_25,concentration2_cluster_9_group_none,300.0,346.0,118.96,83.24,82.32,71.43,46.4,11.86,,,
philippines34_25,distributed,300.0,346.0,118.31,83.24,82.21,55.56,47.07,15.25,,,
serbia02_25,concentration2_cluster_9_group_none,300.0,240.0,69.06,80.0,79.55,33.33,36.14,6.52,,,
serbia02_25,distributed,300.0,240.0,68.8,80.0,79.48,50.0,35.16,4.35,,,
indonesia79_6,distributed,300.0,318.0,99.59,82.7,80.58,86.67,74.5,24.59,,,
indonesia79_6,concentration2_cluster_9_group_none,300.0,318.0,97.73,82.08,80.35,92.31,72.93,21.31,,,
india10_28,distributed,300.0,247.0,68.04,80.16,78.64,50.0,33.63,3.85,,,
india10_28,concentration2_cluster_9_group_none,300.0,247.0,68.04,80.16,78.64,100.0,32.96,5.77,,,
ecuador01,concentration2_cluster_9_group_none,300.0,325.0,184.67,92.0,90.36,92.31,91.44,37.14,,,
ecuador01,distributed,300.0,325.0,182.12,92.62,89.95,76.19,96.21,60.0,,,
greece06_28,distributed,300.0,342.0,133.02,85.38,84.28,50.0,38.27,12.24,,,
greece06_28,concentration2_cluster_9_group_none,300.0,342.0,131.86,85.09,84.17,75.0,37.91,8.16,,,
serbia02_1,concentration2_cluster_9_group_none,300.0,240.0,68.8,80.42,79.37,100.0,32.72,3.92,,,
serbia02_1,distributed,300.0,240.0,69.71,80.83,79.53,60.0,34.4,9.8,,,
ecuador01_13,distributed,300.0,325.0,195.62,92.92,91.32,58.82,93.15,53.13,,,
ecuador01_13,concentration2_cluster_9_group_none,300.0,325.0,197.84,92.92,91.54,75.0,94.87,50.0,,,
austria20_26,concentration2_cluster_9_group_none,300.0,173.0,59.65,83.24,82.37,100.0,49.54,15.38,,,
austria20_26,distributed,300.0,173.0,59.0,82.66,82.29,66.67,57.94,11.54,,,
belize01_3,concentration2_cluster_9_group_none,300.0,324.0,91.39,79.63,79.24,100.0,28.22,1.59,,,
belize01_3,distributed,300.0,324.0,91.39,79.63,79.24,100.0,27.95,1.59,,,
ukraine01_24,distributed,300.0,284.0,103.22,84.51,83.12,69.23,60.06,26.53,,,
ukraine01_24,concentration2_cluster_9_group_none,300.0,284.0,107.61,85.56,83.71,72.73,54.08,22.45,,,
germany17_18,distributed,300.0,311.0,89.29,81.03,79.25,71.43,35.88,11.29,,,
germany17_18,concentration2_cluster_9_group_none,300.0,311.0,88.86,80.71,79.23,75.0,33.27,6.45,,,
peru13_2,distributed,300.0,319.0,132.42,86.83,85.24,46.15,63.43,27.08,,,
peru13_2,concentration2_cluster_9_group_none,300.0,319.0,133.34,87.15,85.31,64.29,60.38,29.17,,,
chile47_6,distributed,300.0,375.0,196.39,91.2,88.91,76.19,89.92,46.67,,,
chile47_6,concentration2_cluster_9_group_none,300.0,375.0,215.09,92.53,90.43,80.77,97.77,57.78,,,
america20_27,distributed,300.0,323.0,118.87,84.83,83.3,57.14,25.18,13.21,,,
america20_27,concentration2_cluster_9_group_none,300.0,323.0,119.89,85.14,83.4,100.0,25.27,9.43,,,
canada34_16,distributed,300.0,279.0,107.91,85.3,84.18,85.71,70.37,15.56,,,
canada34_16,concentration2_cluster_9_group_none,300.0,279.0,111.0,85.66,84.66,72.73,63.66,24.44,,,
argeria01_6,distributed,300.0,235.0,154.85,94.04,92.89,80.0,75.03,55.56,,,
argeria01_6,concentration2_cluster_9_group_none,300.0,235.0,157.92,94.47,93.19,100.0,77.37,38.89,,,
ukraine11_20,distributed,300.0,249.0,85.99,84.74,82.05,76.92,59.74,27.08,,,
ukraine11_20,concentration2_cluster_9_group_none,300.0,249.0,77.65,81.93,80.68,77.78,53.78,37.5,,,
argeria01_22,distributed,300.0,235.0,148.66,93.62,92.16,66.67,73.15,30.0,,,
argeria01_22,concentration2_cluster_9_group_none,300.0,235.0,149.61,94.04,92.2,100.0,71.17,25.0,,,
chile47_24,distributed,300.0,375.0,200.93,90.67,89.48,83.33,85.09,42.86,,,
chile47_24,concentration2_cluster_9_group_none,300.0,375.0,208.48,91.73,89.98,89.47,87.25,45.24,,,
sapporo_6,distributed,300.0,253.0,80.35,81.82,81.07,75.0,40.72,8.33,,,
sapporo_6,concentration2_cluster_9_group_none,300.0,253.0,80.35,81.82,81.07,50.0,39.43,8.33,,,
argeria07_2,distributed,300.0,182.0,73.91,86.81,84.81,80.0,57.02,31.25,,,
argeria07_2,concentration2_cluster_9_group_none,300.0,182.0,68.79,85.16,83.75,45.45,66.21,34.38,,,
myanmar13_15,distributed,300.0,228.0,57.83,78.51,77.4,0.0,40.35,3.92,,,
myanmar13_15,concentration2_cluster_9_group_none,300.0,228.0,57.83,78.51,77.4,0.0,39.95,1.96,,,
hungary01_9,distributed,300.0,241.0,73.43,81.33,80.37,66.67,59.54,12.77,,,
hungary01_9,concentration2_cluster_9_group_none,300.0,241.0,72.45,81.33,80.1,55.56,51.29,19.15,,,
venezuela01_9,distributed,300.0,299.0,236.8,96.66,96.02,83.33,96.59,50.0,,,
venezuela01_9,concentration2_cluster_9_group_none,300.0,299.0,240.38,96.66,96.32,100.0,91.24,33.33,,,
okayama_17,distributed,300.0,293.0,117.51,85.67,84.82,62.5,55.81,17.39,,,
okayama_17,concentration2_cluster_9_group_none,300.0,293.0,119.31,86.35,84.97,87.5,55.84,17.39,,,
austria08_2,distributed,300.0,220.0,67.11,81.82,80.27,62.5,41.89,17.78,,,
austria08_2,concentration2_cluster_9_group_none,300.0,220.0,66.47,81.36,80.19,100.0,43.61,22.22,,,
philippines34_5,distributed,300.0,346.0,136.18,84.97,84.61,80.0,51.79,9.62,,,
philippines34_5,concentration2_cluster_9_group_none,300.0,346.0,139.42,85.84,84.88,75.0,51.52,15.38,,,
indonesia43_1,distributed,300.0,344.0,120.87,83.14,82.77,33.33,58.46,5.45,,,
indonesia43_1,concentration2_cluster_9_group_none,300.0,344.0,121.82,83.43,82.86,80.0,58.64,9.09,,,
india06_19,distributed,300.0,235.0,114.21,88.94,87.91,66.67,59.93,23.08,,,
india06_19,concentration2_cluster_9_group_none,300.0,235.0,118.99,90.21,88.45,87.5,64.69,30.77,,,
serbia02_3,concentration2_cluster_9_group_none,300.0,240.0,78.33,82.5,81.45,50.0,39.53,9.09,,,
serbia02_3,distributed,300.0,240.0,79.18,82.92,81.57,100.0,39.1,2.27,,,
serbia02_12,concentration2_cluster_9_group_none,300.0,240.0,81.76,82.92,82.21,50.0,40.55,4.88,,,
serbia02_12,distributed,300.0,240.0,81.72,82.92,82.2,100.0,37.22,2.44,,,
austria32_15,distributed,300.0,327.0,116.61,85.02,82.62,61.11,73.99,30.0,,,
austria32_15,concentration2_cluster_9_group_none,300.0,327.0,113.97,84.71,82.24,71.43,76.74,35.0,,,
indonesia63_24,distributed,300.0,340.0,94.38,79.71,78.9,40.0,41.64,7.25,,,
indonesia63_24,concentration2_cluster_9_group_none,300.0,340.0,95.68,80.0,79.1,66.67,41.42,8.7,,,
tokyo12_3,distributed,300.0,352.0,96.29,79.26,78.72,33.33,47.64,4.17,,,
tokyo12_3,concentration2_cluster_9_group_none,300.0,352.0,96.29,79.26,78.72,50.0,46.87,5.56,,,
croatia07_8,distributed,300.0,221.0,96.83,86.88,86.31,0.0,33.77,0.0,,,
croatia07_8,concentration2_cluster_9_group_none,300.0,221.0,96.83,86.88,86.31,0.0,32.72,3.23,,,
burundi03_4,distributed,300.0,236.0,60.33,78.81,77.48,100.0,34.41,1.89,,,
burundi03_4,concentration2_cluster_9_group_none,300.0,236.0,60.33,78.81,77.48,50.0,33.89,7.55,,,
peru19_25,distributed,300.0,331.0,108.56,82.78,81.48,50.0,51.9,16.13,,,
peru19_25,concentration2_cluster_9_group_none,300.0,331.0,109.75,83.08,81.63,77.78,51.07,14.52,,,
greece22_25,distributed,300.0,348.0,146.45,86.49,85.59,55.56,56.67,17.65,,,
greece22_25,concentration2_cluster_9_group_none,300.0,348.0,146.59,86.49,85.61,80.0,55.89,9.8,,,
myanmar14_6,distributed,300.0,241.0,72.18,81.74,79.92,100.0,18.74,2.08,,,
myanmar14_6,concentration2_cluster_9_group_none,300.0,241.0,72.18,81.74,79.92,100.0,19.04,2.08,,,
ibaragi_24,distributed,300.0,258.0,78.44,81.01,80.4,100.0,37.45,2.0,,,
ibaragi_24,concentration2_cluster_9_group_none,300.0,258.0,80.93,81.78,80.83,100.0,39.53,10.0,,,
austria13_25,distributed,300.0,188.0,74.3,86.17,84.41,100.0,49.88,13.33,,,
austria13_25,concentration2_cluster_9_group_none,300.0,188.0,75.74,86.7,84.67,85.71,47.78,23.33,,,
ejypt04_24,distributed,300.0,250.0,68.94,81.2,78.4,81.25,68.18,27.59,,,
ejypt04_24,concentration2_cluster_9_group_none,300.0,250.0,67.44,80.8,78.06,94.44,60.98,31.03,,,
russia08_23,distributed,300.0,264.0,101.41,87.5,83.54,90.48,75.52,43.75,,,
russia08_23,concentration2_cluster_9_group_none,300.0,264.0,91.89,84.09,82.36,82.35,73.49,35.42,,,
burundi03_18,distributed,300.0,236.0,81.76,83.47,82.41,100.0,23.89,2.56,,,
burundi03_18,concentration2_cluster_9_group_none,300.0,236.0,81.76,83.47,82.41,0.0,22.26,2.56,,,
austria13_23,distributed,300.0,188.0,50.11,80.85,77.81,77.78,53.22,20.45,,,
austria13_23,concentration2_cluster_9_group_none,300.0,188.0,50.65,80.85,78.02,70.0,47.05,22.73,,,
india06_17,distributed,300.0,235.0,85.01,84.68,82.99,100.0,73.95,17.07,,,
india06_17,concentration2_cluster_9_group_none,300.0,235.0,86.32,85.11,83.19,100.0,70.08,17.07,,,
philippines20_3,distributed,300.0,324.0,96.79,81.17,80.01,75.0,46.79,6.15,,,
philippines20_3,concentration2_cluster_9_group_none,300.0,324.0,97.18,81.48,80.01,85.71,48.48,10.77,,,
ishikawa_5,distributed,300.0,310.0,125.26,85.48,85.01,66.67,40.65,6.52,,,
ishikawa_5,concentration2_cluster_9_group_none,300.0,310.0,125.8,85.48,85.1,66.67,44.11,13.04,,,
chile01_14,distributed,300.0,375.0,146.91,86.13,84.24,76.47,70.94,27.42,,,
chile01_14,concentration2_cluster_9_group_none,300.0,375.0,146.84,85.6,84.36,90.91,68.12,17.74,,,
belize01_20,concentration2_cluster_9_group_none,300.0,324.0,101.57,81.79,80.82,0.0,25.18,0.0,,,
belize01_20,distributed,300.0,324.0,101.57,81.79,80.82,50.0,24.53,3.13,,,
slovenia06_15,distributed,300.0,320.0,110.71,83.75,82.32,90.0,53.58,16.95,,,
slovenia06_15,concentration2_cluster_9_group_none,300.0,320.0,108.57,83.13,82.08,58.33,54.08,20.34,,,
indonesia79_1,distributed,300.0,318.0,92.92,80.5,79.73,61.54,76.28,20.63,,,
indonesia79_1,concentration2_cluster_9_group_none,300.0,318.0,95.72,81.76,80.01,81.82,73.15,17.46,,,
america03_3,distributed,300.0,334.0,120.92,85.33,82.85,68.42,51.05,31.15,,,
america03_3,concentration2_cluster_9_group_none,300.0,334.0,118.96,84.73,82.67,80.0,50.03,24.59,,,
america03_20,distributed,300.0,334.0,96.98,80.84,79.52,73.68,64.28,27.94,,,
america03_20,concentration2_cluster_9_group_none,300.0,334.0,98.3,81.44,79.64,92.86,59.91,20.59,,,
nara01_12,distributed,300.0,319.0,131.44,85.58,85.38,0.0,31.82,2.27,,,
nara01_12,concentration2_cluster_9_group_none,300.0,319.0,131.44,85.58,85.38,0.0,30.55,0.0,,,
america03_11,distributed,300.0,334.0,91.28,80.54,78.38,77.78,57.85,24.66,,,
america03_11,concentration2_cluster_9_group_none,300.0,334.0,85.88,78.14,77.77,90.0,60.86,13.7,,,
china19_13,distributed,300.0,276.0,203.21,96.74,94.54,81.82,98.43,61.11,,,
china19_13,concentration2_cluster_9_group_none,300.0,276.0,208.69,97.1,95.0,91.67,96.97,66.67,,,
myanmar11_9,distributed,300.0,235.0,52.23,75.74,75.48,80.0,48.23,18.52,,,
myanmar11_9,concentration2_cluster_9_group_none,300.0,235.0,52.98,76.17,75.65,60.0,48.4,9.26,,,
canada33_7,distributed,300.0,237.0,74.41,81.86,80.83,0.0,51.88,6.82,,,
canada33_7,concentration2_cluster_9_group_none,300.0,237.0,75.05,82.28,80.9,75.0,49.88,9.09,,,
austria22_28,distributed,300.0,315.0,87.31,80.0,78.8,33.33,52.33,9.09,,,
austria22_28,concentration2_cluster_9_group_none,300.0,315.0,90.18,80.95,79.21,83.33,52.42,18.18,,,
germany17_21,distributed,300.0,311.0,60.08,74.28,73.07,75.0,29.67,5.0,,,
germany17_21,concentration2_cluster_9_group_none,300.0,311.0,60.08,74.28,73.07,42.86,29.08,8.75,,,
indonesia63_29,distributed,300.0,340.0,111.69,82.35,81.62,66.67,39.29,4.76,,,
indonesia63_29,concentration2_cluster_9_group_none,300.0,340.0,111.71,82.35,81.62,100.0,38.83,3.17,,,
romania06_14,distributed,300.0,234.0,155.9,95.3,92.84,92.31,98.57,61.9,,,
romania06_14,concentration2_cluster_9_group_none,300.0,234.0,160.2,95.73,93.3,81.25,90.9,76.19,,,
austria32_5,distributed,300.0,327.0,107.8,83.18,81.49,61.54,69.99,20.97,,,
austria32_5,concentration2_cluster_9_group_none,300.0,327.0,111.27,83.79,81.98,87.5,70.7,25.81,,,
eritrea02_8,distributed,300.0,195.0,85.37,86.67,86.34,71.43,76.91,26.92,,,
eritrea02_8,concentration2_cluster_9_group_none,300.0,195.0,85.37,86.67,86.34,80.0,69.57,19.23,,,
indonesia79_7,distributed,300.0,318.0,93.13,80.82,79.7,52.94,81.11,26.56,,,
indonesia79_7,concentration2_cluster_9_group_none,300.0,318.0,98.07,82.39,80.35,77.27,81.23,34.38,,,
yamanashi_20,distributed,300.0,320.0,101.78,81.88,81.09,40.0,45.01,8.77,,,
yamanashi_20,concentration2_cluster_9_group_none,300.0,320.0,101.78,81.88,81.09,25.0,46.87,14.04,,,
tokyo03_15,distributed,300.0,237.0,95.21,85.65,84.86,0.0,36.9,0.0,,,
tokyo03_15,concentration2_cluster_9_group_none,300.0,237.0,95.21,85.65,84.86,100.0,37.77,2.78,,,
new-zealand20_26,distributed,300.0,330.0,197.44,92.73,91.24,73.33,80.87,46.88,,,
new-zealand20_26,concentration2_cluster_9_group_none,300.0,330.0,194.33,92.12,91.05,85.71,79.17,43.75,,,
turkey33_4,distributed,300.0,267.0,153.78,92.13,90.6,81.82,80.79,40.74,,,
turkey33_4,concentration2_cluster_9_group_none,300.0,267.0,155.71,92.51,90.77,90.0,85.13,37.04,,,
